Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
302060.0,Jom-Bolok,Russia,Russia-SE,52.713,99.021,2047.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
,Southern Sikhote-Alin,Russia,Russia-SE,44.5,135.5,0.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
302050.0,Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
302030.0,Udokan Plateau,Russia,Russia-SE,56.28,117.77,2180.0,Shield volcano,Shield Volcano,Radiocarbon,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
302040.0,Vitim Volcanic Field,Russia,Russia-SE,53.75,113.25,1250.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
214010.0,Elbrus,Russia,Russia-SW,43.351,42.442,5642.0,Stratovolcano,Stratovolcano,Tephrochronology,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
282022.0,Akusekijima,Japan,Ryukyu Is,29.465,129.594,555.0,Stratovolcanoes,Stratovolcano,Holocene?,?,Plural form of stratovolcano.
282020.0,Io-Torishima,Japan,Ryukyu Is,27.881,128.223,212.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
282060.0,Kikai,Japan,Ryukyu Is,30.793,130.305,704.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
,Kuchino-shima,Japan,Ryukyu Is,29.97,129.93,627.0,Stratovolcano,Stratovolcano,Holocene,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
282050.0,Kuchinoerabujima,Japan,Ryukyu Is,30.443,130.217,657.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
282043.0,Kuchinoshima,Japan,Ryukyu Is,29.968,129.926,628.0,Stratovolcanoes,Stratovolcano,Radiocarbon,D6,Plural form of stratovolcano.
282040.0,Nakanoshima,Japan,Ryukyu Is,29.859,129.857,979.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
282010.0,Submarine Volcano NNE of Iriomotejima,Japan,Ryukyu Is,24.57,123.93,-200.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
282030.0,Suwanosejima,Japan,Ryukyu Is,29.638,129.714,796.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
282021.0,Yokoatejima,Japan,Ryukyu Is,28.797,128.997,495.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
244020.0,Tutuila,American Samoa,Samoa-SW Pacific,-14.29,-170.702,653.0,Tuff cone,Maars / Tuff ring,Holocene,U,"A volcanic cone formed by explosive interaction of magma and water, with fine‐grained tuff deposits."
244040.0,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
244030.0,Upolu,Samoa,Samoa-SW Pacific,-13.935,-171.72,1100.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
244021.0,Malumalu,United States,Samoa-SW Pacific,-14.601,-169.787,-145.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
244010.0,Ofu-Olosega,United States,Samoa-SW Pacific,-14.175,-169.618,639.0,Shield volcano,Shield Volcano,Historical,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
244001.0,Ta'u,United States,Samoa-SW Pacific,-14.23,-169.454,931.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
244000.0,Vailulu'u,United States,Samoa-SW Pacific,-14.215,-169.058,-592.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
267040.0,Awu,Indonesia,Sangihe Is-Indonesia,3.689,125.447,1318.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
267030.0,Banua Wuhu,Indonesia,Sangihe Is-Indonesia,3.138,125.491,-5.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
267020.0,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
267010.0,Ruang,Indonesia,Sangihe Is-Indonesia,2.3,125.37,725.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Unnamed,Indonesia,Sangihe Is-Indonesia,3.97,124.17,-5000.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
256010.0,Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.386,165.804,796.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
275001.0,Hainan Volcanic Field,China,SE Asia,19.905,110.229,196.0,Pyroclastic cones,Cone,Historical,D2,Plural of pyroclastic cone – multiple small cones built from explosively ejected fragments.
,Leizhou Bandao,China,SE Asia,20.83,109.78,259.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,Lower Chindwin,Myanmar,SE Asia,22.28,95.1,385.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
275080.0,Popa,Myanmar,SE Asia,20.92,95.25,1518.0,Stratovolcano,Stratovolcano,Anthropology,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
275100.0,Singu Plateau,Myanmar,SE Asia,22.7,95.98,507.0,Fissure vent,Crater System,Holocene,U,"A linear crack in the crust through which lava erupts, often forming a row of vents."
275050.0,Bas Dong Nai,Vietnam,SE Asia,10.8,107.2,392.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
275060.0,"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,-20.0,Submarine volcanoes,Submarine Volcano,Historical,D2,Plural of submarine volcano – many underwater volcanoes.
275040.0,Haut Dong Nai,Vietnam,SE Asia,11.6,108.2,1000.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
275020.0,Ly Son Group,Vietnam,SE Asia,15.38,109.12,157.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
275030.0,Toroeng Prong,Vietnam,SE Asia,14.93,108.0,800.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
275070.0,Veteran,Vietnam,SE Asia,9.83,109.05,-50.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
333040.0,Mehetia,France,Society Is-C Pacific,-17.874,-148.068,389.0,Stratovolcano,Stratovolcano,Anthropology,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
333030.0,Moua Pihaa,France,Society Is-C Pacific,-18.325,-148.525,-312.0,Submarine volcano,Submarine Volcano,Seismicity,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
333020.0,Rocard,France,Society Is-C Pacific,-17.662,-148.586,-2515.0,Submarine volcano,Submarine Volcano,Seismicity,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
333010.0,Teahitia,France,Society Is-C Pacific,-17.564,-148.821,-1743.0,Submarine volcano,Submarine Volcano,Seismicity,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
333050.0,Adams Seamount,Pacific Ocean,Society Is-C Pacific,-25.37,-129.27,-39.0,Submarine,Submarine Volcano,,D7,A volcano whose edifice is wholly or partly beneath the sea surface.
255053.0,Coleman Seamount,Solomon Is.,Solomon Is-SW Pacifi,-8.841,157.16,-717.0,Submarine volcano,Submarine Volcano,Holocene,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
255062.0,Gallego,Solomon Is.,Solomon Is-SW Pacifi,-9.35,159.73,1000.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
255052.0,Kana Keoki,Solomon Is.,Solomon Is-SW Pacifi,-8.75,157.03,-700.0,Submarine volcano,Submarine Volcano,Holocene,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
255060.0,Kavachi,Solomon Is.,Solomon Is-SW Pacifi,-8.991,157.979,-20.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
255070.0,Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,485.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
255050.0,Simbo,Solomon Is.,Solomon Is-SW Pacifi,-8.292,156.52,335.0,Stratovolcano,Stratovolcano,Uncertain,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
255061.0,Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240.0,Submarine volcanoes,Submarine Volcano,Holocene,U,Plural of submarine volcano – many underwater volcanoes.
210040.0,Calatrava Volcanic Field,Spain,Spain,38.87,-4.02,1117.0,Pyroclastic cones,Cone,Radiocarbon,D7,Plural of pyroclastic cone – multiple small cones built from explosively ejected fragments.
210030.0,Olot Volcanic Field,Spain,Spain,42.17,2.53,893.0,Pyroclastic cone,Cone,Holocene,Unknown,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
266020.0,Ambang,Indonesia,Sulawesi-Indonesia,0.75,124.42,1795.0,Complex volcano,Stratovolcano,Historical,D3,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
266010.0,Colo,Indonesia,Sulawesi-Indonesia,-0.162,121.601,404.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266120.0,Klabat,Indonesia,Sulawesi-Indonesia,1.454,125.031,1968.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266100.0,Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.358,124.792,1580.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266110.0,Mahawu,Indonesia,Sulawesi-Indonesia,1.352,124.865,1299.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266040.0,Riendengan-Sempu,Indonesia,Sulawesi-Indonesia,1.13,124.758,1549.0,Caldera,Caldera,Fumarolic,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
266030.0,Soputan,Indonesia,Sulawesi-Indonesia,1.112,124.737,1785.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266130.0,Tangkoko-Duasudara,Indonesia,Sulawesi-Indonesia,1.518,125.185,1334.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
266070.0,Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202.0,Caldera,Caldera,Fumarolic,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
,Bud Dajo,Philippines,Sulu Is-Philippines,5.95,121.07,440.0,Pyroclastic cone,Cone,Historical,D3,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
,Besar,Indonesia,Sumatra,-4.43,103.67,1899.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261210.0,"Daun, Bukit",Indonesia,Sumatra,-3.38,102.37,2467.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261230.0,Dempo,Indonesia,Sumatra,-4.016,103.121,3142.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261280.0,Hulubelu,Indonesia,Sumatra,-5.334,104.59,849.0,Caldera,Caldera,Fumarolic,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
261200.0,Hululais,Indonesia,Sumatra,-3.247,102.239,2122.0,Compound volcano,Stratovolcano,Fumarolic,U,A volcanic edifice made up of two or more overlapping volcanoes or vents.
,Hutapanjang,Indonesia,Sumatra,-2.33,101.6,2021.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Hutapanjang,Indonesia,Sumatra,-2.333,101.6,2021.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Imun,Indonesia,Sumatra,2.15,98.93,1505.0,Unknown,Other / Unknown,Holocene,Unknown,Indicates the volcano type is not determined or classified.
261220.0,Kaba,Indonesia,Sumatra,-3.522,102.615,1940.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261170.0,Kerinci,Indonesia,Sumatra,-1.697,101.264,3800.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261111.0,Lubukraya,Indonesia,Sumatra,1.478,99.209,1862.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,"Lumut Balai, Bukit",Indonesia,Sumatra,-4.22,103.62,2055.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261121.0,Malintang,Indonesia,Sumatra,0.47,99.67,1983.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261140.0,Marapi,Indonesia,Sumatra,-0.38,100.474,2885.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
261231.0,Patah,Indonesia,Sumatra,-4.257,103.306,2836.0,Unknown,Other / Unknown,Uncertain,Unknown,Indicates the volcano type is not determined or classified.
,Pendan,Indonesia,Sumatra,-2.82,102.02,0.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
261030.0,Peuet Sague,Indonesia,Sumatra,4.903,96.289,2785.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
261290.0,Rajabasa,Indonesia,Sumatra,-5.78,105.625,1281.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261251.0,Ranau,Indonesia,Sumatra,-4.871,103.925,1854.0,Caldera,Caldera,Holocene,Unknown,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
261131.0,Sarik-Gajah,Indonesia,Sumatra,0.074,100.189,737.0,Pyroclastic cone,Cone,Holocene,Unknown,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
261260.0,Sekincau Belirang,Indonesia,Sumatra,-5.107,104.317,1717.0,Caldera,Caldera,Fumarolic,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
261020.0,Seulawah Agam,Indonesia,Sumatra,5.448,95.658,1810.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261110.0,Sibualbuali,Indonesia,Sumatra,1.556,99.255,1819.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261080.0,Sinabung,Indonesia,Sumatra,3.17,98.392,2460.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261070.0,Singkut,Indonesia,Sumatra,3.238,98.513,2181.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
261120.0,Sorikmarapi,Indonesia,Sumatra,0.686,99.539,2145.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
